Customer ID,Gender,Age,Annual Income,Spending Score
3929,Female,20,113065,26
3930,Male,26,174278,86
3931,Male,32,114375,19
3932,Female,26,92056,100
3933,Female,37,82340,95
3934,Female,37,118759,51
3935,Female,64,53577,32
3936,Male,28,44336,36
3937,Male,19,66473,53
3938,Female,39,176537,24
3939,Female,83,91826,3
3940,Female,50,78735,81
3941,Female,48,68126,85
3942,Male,47,197727,28
3943,Male,41,35491,86
3944,Female,18,193054,6
3945,Male,32,134564,24
3946,Male,57,195489,61
3947,Male,44,163902,97
3948,Male,27,128146,90
3949,Female,40,100908,90
3950,Male,49,185119,97
3951,Female,20,132282,64
3952,Female,56,196386,88
3953,Female,20,98366,16
3954,Female,20,153841,59
3955,Female,90,110247,83
3956,Male,52,91009,89
3957,Male,89,188894,22
3958,Male,54,96484,5
3959,Female,20,59384,19
3960,Female,38,173923,55
3961,Male,37,61851,31
3962,Female,75,86566,8
3963,Female,19,58808,49
3964,Male,86,140891,51
3965,Female,52,120656,5
3966,Female,23,99386,81
3967,Male,22,41234,94
3968,Female,46,41662,59
3969,Female,48,49800,18
3970,Female,76,24709,60
3971,Female,42,157568,54
3972,Male,65,170242,83
3973,Female,88,176916,86
3974,Female,74,41069,33
3975,Male,65,171478,100
3976,Female,30,96382,27
3977,Female,42,118403,36
3978,Female,87,171292,14
3979,Female,24,145039,99
3980,Male,34,55135,98
3981,Female,63,179803,28
3982,Female,32,111167,35
3983,Female,83,36752,51
3984,Female,46,106482,34
3985,Female,67,62717,55
3986,Male,70,39347,96
3987,Female,67,105638,64
3988,Male,68,86403,27
3989,Female,30,35329,67
3990,Female,34,189397,49
3991,Female,78,100970,41
3992,Female,90,187044,67
3993,Female,31,173685,14
3994,Male,53,187471,15
3995,Male,36,190186,72
3996,Male,87,173899,41
3997,Male,38,46621,46
3998,Female,21,87985,81
3999,Female,45,59071,59
4000,Female,62,71258,89
4001,Female,60,36803,46
4002,Male,37,151560,77
4003,Male,47,50157,95
4004,Male,42,119926,19
4005,Female,85,138927,90
4006,Female,80,150500,70
4007,Female,74,119365,81
4008,Female,55,50390,97
4009,Male,35,117442,33
4010,Female,72,185281,22
4011,Male,90,22404,51
4012,Male,75,153498,92
4013,Male,63,79785,35
4014,Male,36,64153,46
4015,Female,43,29536,1
4016,Female,65,62316,30
4017,Female,66,165294,50
4018,Male,53,166203,97
4019,Female,76,104389,34
4020,Female,61,87586,41
4021,Male,79,175576,92
4022,Male,26,188458,83
4023,Female,37,181940,68
4024,Male,88,192737,47
4025,Male,44,135684,3
4026,Female,81,73387,3
4027,Male,43,151306,27
4028,Female,42,23990,63
4029,Female,51,194926,56
4030,Female,33,27486,50
4031,Female,33,128944,63
4032,Male,22,36422,55
4033,Female,55,154234,8
4034,Male,47,47559,70
4035,Female,58,182201,50
4036,Female,88,133049,16
4037,Female,30,139494,82
4038,Female,30,117896,1
4039,Female,82,113484,52
4040,Male,70,73664,93
4041,Female,54,160624,43
4042,Male,31,110888,77
4043,Male,62,31903,8
4044,Male,54,86123,31
4045,Male,54,168190,97
4046,Female,43,98369,62
4047,Female,78,164115,1
4048,Female,89,184962,63
4049,Male,72,110965,3
4050,Female,51,154496,58
4051,Male,86,116350,22
4052,Male,68,187641,75
4053,Male,71,96079,23
4054,Male,47,25500,27
4055,Female,35,151609,84
4056,Male,18,52474,28
4057,Female,41,23927,62
4058,Male,45,135370,71
4059,Male,59,184806,98
4060,Female,72,95231,1
4061,Female,59,193896,34
4062,Female,58,135561,89
4063,Male,88,80155,41
4064,Female,47,166807,21
4065,Male,90,197312,56
4066,Female,26,155760,96
4067,Female,86,147795,58
4068,Female,21,47994,74
4069,Female,70,38599,63
4070,Male,87,40832,26
4071,Female,19,41156,35
4072,Female,42,174547,60
4073,Male,37,149000,100
4074,Female,71,161860,52
4075,Female,41,25990,79
4076,Male,33,111360,83
4077,Female,21,109633,17
4078,Male,49,155667,100
4079,Female,67,109035,42
4080,Male,67,186580,76
4081,Male,90,169562,58
4082,Female,18,182836,74
4083,Male,47,132443,84
4084,Female,81,144966,19
4085,Female,37,49997,64
4086,Male,28,90005,19
4087,Female,49,146773,5
4088,Female,80,172268,57
4089,Male,50,84102,67
4090,Male,82,176073,73
4091,Female,81,179600,11
4092,Female,81,59089,97
4093,Male,58,189470,54
4094,Female,85,149588,78
4095,Female,18,97711,73
4096,Male,62,41646,69
4097,Female,65,196423,46
4098,Female,29,157989,56
4099,Female,24,145388,17
4100,Female,36,56886,99
4101,Female,66,195960,68
4102,Male,63,176809,15
4103,Male,56,97396,96
4104,Female,48,31536,55
4105,Female,18,150276,70
4106,Female,38,137292,45
4107,Female,69,175644,20
4108,Female,22,70141,60
4109,Female,55,125051,11
4110,Female,64,149382,2
4111,Female,50,45351,29
4112,Male,71,124488,42
4113,Male,27,76976,4
4114,Male,54,91736,12
4115,Female,68,178734,61
4116,Female,89,98404,66
4117,Male,71,45477,78
4118,Female,77,159979,59
4119,Male,47,132117,36
4120,Male,46,198445,14
4121,Female,74,111587,21
4122,Male,55,67413,94
4123,Male,23,101684,40
4124,Female,28,117463,79
4125,Female,25,78656,29
4126,Female,62,193367,58
4127,Male,50,160764,61
4128,Female,83,96168,17
4129,Male,29,34530,99
4130,Female,30,129537,62
4131,Male,59,190989,91
4132,Male,58,54618,34
4133,Female,52,146520,79
4134,Female,79,92771,49
4135,Male,90,112244,92
4136,Female,30,61249,76
4137,Female,57,24876,35
4138,Female,83,160302,69
4139,Female,44,92913,49
4140,Female,89,42887,59
4141,Female,83,57385,22
4142,Female,53,88225,76
4143,Male,29,145532,5
4144,Female,27,156127,56
4145,Female,36,44116,78
4146,Male,71,114072,80
4147,Female,48,75110,100
4148,Female,69,146283,63
4149,Female,50,21399,3
4150,Male,79,142483,66
4151,Male,37,149552,19
4152,Male,61,29919,56
4153,Male,38,194055,18
4154,Female,27,125297,81
4155,Female,74,173057,77
4156,Female,23,115820,76
4157,Female,88,27301,27
4158,Male,71,76483,8
4159,Female,89,68531,5
4160,Male,51,96795,93
4161,Female,39,39990,4
4162,Male,87,25623,75
4163,Male,43,93081,77
4164,Male,23,48219,42
4165,Male,50,44117,48
4166,Male,33,189782,79
4167,Female,55,177366,91
4168,Female,26,107765,99
4169,Male,45,65328,47
4170,Male,54,46042,14
4171,Male,28,121122,57
4172,Male,18,152260,13
4173,Female,69,133594,53
4174,Male,23,86973,69
4175,Female,45,153939,31
4176,Male,75,117615,81
4177,Male,19,110430,64
4178,Male,71,125320,35
4179,Female,86,23178,80
4180,Female,85,81196,44
4181,Male,36,22155,10
4182,Female,50,39320,34
4183,Female,81,53286,32
4184,Female,25,112577,13
4185,Male,25,33184,30
4186,Female,85,125608,79
4187,Female,21,149589,44
4188,Female,48,167585,27
4189,Female,48,111534,61
4190,Male,54,164655,17
4191,Female,46,93061,20
4192,Female,59,43250,40
4193,Male,68,183399,12
4194,Female,39,168737,82
4195,Female,31,184991,19
4196,Male,76,22148,14
4197,Male,69,188363,22
4198,Female,79,23962,43
4199,Female,82,29126,86
4200,Male,65,34978,76
4201,Male,48,198395,42
4202,Female,23,70889,71
4203,Female,29,98705,64
4204,Female,85,137115,20
4205,Female,37,160406,93
4206,Female,89,98075,33
4207,Female,44,113260,28
4208,Male,75,187096,42
4209,Male,74,28763,71
4210,Female,89,25087,25
4211,Male,52,172373,3
4212,Male,70,70813,64
4213,Female,73,128719,39
4214,Male,74,117265,92
4215,Female,54,133866,57
4216,Female,22,175014,55
4217,Male,23,98802,65
4218,Male,60,141640,93
4219,Male,69,67323,96
4220,Male,28,113061,78
4221,Female,69,95824,38
4222,Female,48,123152,41
4223,Female,89,97696,12
4224,Female,31,28385,60
4225,Female,87,199070,3
4226,Male,45,112804,57
4227,Female,88,37037,94
4228,Male,74,39397,9
4229,Male,82,66052,28
4230,Female,80,80283,81
4231,Male,39,92169,34
4232,Male,28,20859,45
4233,Female,37,144999,26
4234,Female,56,96999,83
4235,Female,43,139733,77
4236,Male,18,32786,4
4237,Male,86,137215,10
4238,Female,57,155103,73
4239,Male,65,94107,63
4240,Female,58,135343,88
4241,Male,60,37753,22
4242,Female,78,71989,19
4243,Female,29,172954,33
4244,Female,82,24895,85
4245,Female,44,186198,23
4246,Female,90,109271,65
4247,Male,63,74553,30
4248,Male,73,191889,100
4249,Male,45,59624,64
4250,Male,25,103982,55
4251,Female,44,57588,14
4252,Female,21,60047,39
4253,Female,79,29209,51
4254,Male,88,63758,82
4255,Female,23,44672,88
4256,Female,44,179507,88
4257,Female,30,57237,23
4258,Male,39,53716,31
4259,Male,51,199540,64
4260,Male,43,27643,56
4261,Female,53,34337,91
4262,Male,82,196114,48
4263,Male,55,67198,31
4264,Male,86,196756,5
4265,Female,70,123170,11
4266,Female,73,29477,44
4267,Male,19,183327,29
4268,Female,62,170520,90
4269,Male,55,88747,47
4270,Female,51,170897,94
4271,Male,66,25442,39
4272,Female,23,195494,15
4273,Male,87,82684,90
4274,Female,38,122624,54
4275,Male,51,195036,34
4276,Male,83,183369,44
4277,Female,71,107708,58
4278,Male,81,74960,5
4279,Male,50,98129,52
4280,Male,71,37801,21
4281,Female,25,184111,42
4282,Female,79,176926,2
4283,Female,36,77248,51
4284,Male,39,57224,75
4285,Female,86,30718,100
4286,Male,88,59822,78
4287,Female,57,178635,70
4288,Male,46,173612,24
4289,Female,78,126182,21
4290,Male,19,62692,50
4291,Female,35,105050,92
4292,Female,23,195225,96
4293,Female,20,90718,75
4294,Female,25,95895,87
4295,Female,72,130429,1
4296,Female,37,143793,12
4297,Female,40,178757,58
4298,Female,34,81885,53
4299,Female,43,159120,93
4300,Male,59,62665,23
4301,Female,76,131186,65
4302,Female,45,83790,49
4303,Female,41,140699,75
4304,Female,89,109211,86
4305,Male,64,170505,32
4306,Male,21,88548,17
4307,Female,41,164841,75
4308,Female,38,66871,85
4309,Male,58,188669,9
4310,Male,29,111284,29
4311,Female,44,113243,58
4312,Male,46,62125,3
4313,Male,72,145564,49
4314,Male,63,175391,68
4315,Male,27,137158,73
4316,Female,18,168998,48
4317,Male,50,157466,100
4318,Male,58,147471,3
4319,Female,82,23624,90
4320,Female,56,37718,55
4321,Male,56,193105,81
4322,Male,86,118673,75
4323,Male,90,197140,35
4324,Female,70,97831,30
4325,Female,89,144452,64
4326,Female,48,169584,52
4327,Male,47,119353,53
4328,Male,44,133713,44
4329,Male,73,167553,44
4330,Female,27,113815,24
4331,Female,77,109642,1
4332,Male,55,89345,38
4333,Female,43,77300,81
4334,Male,84,87892,51
4335,Female,26,100489,11
4336,Male,77,169901,42
4337,Female,58,155674,64
4338,Female,45,138700,85
4339,Male,45,176737,9
4340,Female,50,43731,26
4341,Male,33,196473,56
4342,Male,78,169890,47
4343,Female,65,77696,74
4344,Male,79,52788,17
4345,Male,48,158263,14
4346,Male,88,67350,26
4347,Male,61,120338,54
4348,Female,44,188542,77
4349,Female,34,75665,21
4350,Female,38,190038,40
4351,Male,75,94826,22
4352,Female,18,39706,52
4353,Male,36,148986,83
4354,Male,21,73499,93
4355,Female,60,148427,20
4356,Male,86,20367,41
4357,Female,40,131652,91
4358,Female,83,53030,80
4359,Male,76,196497,19
4360,Male,19,182394,88
4361,Male,24,187756,52
4362,Male,41,145307,26
4363,Male,67,145292,62
4364,Female,68,177663,23
4365,Male,59,116324,100
4366,Female,79,135158,66
4367,Female,75,26876,52
4368,Male,65,84206,98
4369,Female,42,171671,20
4370,Female,78,48877,71
4371,Female,53,106267,43
4372,Female,72,83133,29
4373,Male,33,109882,90
4374,Female,63,163949,48
4375,Male,22,173057,95
4376,Female,56,68028,9
4377,Male,68,27551,78
4378,Male,53,53828,17
4379,Female,53,113496,4
4380,Male,56,37165,90
4381,Female,24,29176,87
4382,Female,86,159995,25
4383,Male,82,96254,36
4384,Male,55,118524,35
4385,Female,23,137847,70
4386,Male,30,90332,9
4387,Male,64,162276,45
4388,Male,75,37053,96
4389,Female,83,57511,57
4390,Male,84,188514,52
4391,Female,34,103243,94
4392,Female,20,164068,15
4393,Female,49,190610,7
4394,Male,77,94757,48
4395,Female,52,92926,6
4396,Male,18,96028,76
4397,Female,62,155428,81
4398,Female,64,165306,93
4399,Male,21,179719,8
4400,Female,31,92593,82
4401,Female,64,156475,59
4402,Female,31,101506,59
4403,Female,30,126846,77
4404,Female,80,104540,80
4405,Female,55,165332,92
4406,Female,25,156599,14
4407,Female,32,76868,81
4408,Male,87,28007,91
4409,Female,89,68635,3
4410,Female,25,188784,44
4411,Male,63,150714,18
4412,Male,19,153793,68
4413,Female,69,84036,74
4414,Female,90,24141,82
4415,Female,90,187055,46
4416,Male,38,176170,88
4417,Female,52,61569,87
4418,Male,59,179314,57
4419,Female,51,27849,16
4420,Male,25,178079,44
4421,Female,85,44920,4
4422,Male,67,156630,79
4423,Male,31,53273,96
4424,Male,60,142123,81
4425,Male,21,63824,78
4426,Male,85,62152,9
4427,Male,20,188379,43
4428,Female,78,155183,73
4429,Male,67,66006,73
4430,Female,24,66141,48
4431,Male,83,77996,84
4432,Female,84,72895,82
4433,Male,60,180343,36
4434,Female,35,78300,65
4435,Female,87,116747,60
4436,Female,34,186138,24
4437,Male,32,132762,84
4438,Male,66,125170,49
4439,Male,66,134453,25
4440,Male,89,166749,41
4441,Male,38,92407,59
4442,Male,50,120912,64
4443,Female,42,38957,72
4444,Male,29,145488,90
4445,Female,79,120072,84
4446,Female,22,148402,26
4447,Female,90,118293,1
4448,Female,21,152598,55
4449,Male,35,113673,100
4450,Female,50,195210,46
4451,Female,33,142281,17
4452,Male,24,53101,9
4453,Female,38,121078,8
4454,Female,32,37599,87
4455,Female,67,111626,49
4456,Female,88,182816,81
4457,Male,43,165259,38
4458,Female,18,37113,57
4459,Male,57,53126,92
4460,Male,73,45519,77
4461,Male,75,50834,14
4462,Male,44,32417,2
4463,Female,26,93896,58
4464,Female,62,48610,91
4465,Male,69,108965,91
4466,Female,62,155367,37
4467,Female,79,192106,66
4468,Male,21,84817,95
4469,Male,30,89268,6
4470,Female,52,75279,65
4471,Male,41,119806,17
4472,Male,72,92930,72
4473,Female,78,136822,33
4474,Female,60,130388,25
4475,Female,58,144006,41
4476,Female,46,39034,39
4477,Female,34,115238,91
4478,Male,79,72784,63
4479,Male,44,155165,71
4480,Male,79,25787,93
4481,Female,84,119028,12
4482,Male,31,135603,55
4483,Female,68,183505,46
4484,Female,30,21969,26
4485,Male,82,115237,14
4486,Female,32,32101,96
4487,Male,73,130627,81
4488,Male,71,22412,100
4489,Male,90,149207,61
4490,Male,38,85765,59
4491,Male,87,193476,88
4492,Male,72,191005,12
4493,Male,49,151751,88
4494,Female,24,139031,52
4495,Female,79,131941,14
4496,Female,45,89157,70
4497,Female,89,198252,77
4498,Female,51,120437,3
4499,Female,42,140330,9
4500,Male,33,57209,32
4501,Female,42,106261,40
4502,Female,61,67375,66
4503,Male,21,175011,54
4504,Male,21,182021,11
4505,Male,50,146849,25
4506,Female,63,118705,85
4507,Male,70,163535,95
4508,Female,83,87367,67
4509,Male,51,96458,22
4510,Male,20,91685,10
4511,Female,59,42039,26
4512,Male,40,127737,12
4513,Male,74,194539,81
4514,Male,40,152822,65
4515,Male,72,195104,23
4516,Male,44,27788,15
4517,Male,83,128091,74
4518,Male,44,166976,59
4519,Male,22,171656,92
4520,Male,39,143668,90
4521,Male,62,153884,74
4522,Male,78,117116,47
4523,Female,52,142234,33
4524,Male,24,20026,60
4525,Female,32,143755,56
4526,Male,18,63246,68
4527,Female,20,160676,79
4528,Female,34,77401,27
4529,Male,86,197577,16
4530,Male,54,127967,36
4531,Male,67,70531,15
4532,Female,54,76222,79
4533,Female,77,188027,82
4534,Female,79,129447,17
4535,Male,24,77592,37
4536,Female,89,103601,38
4537,Female,77,61071,16
4538,Female,85,39275,95
4539,Female,37,126192,67
4540,Female,26,90805,67
4541,Male,51,128859,20
4542,Male,22,87507,3
4543,Female,32,90962,91
4544,Female,31,139838,88
4545,Male,42,150043,69
4546,Male,18,171868,95
4547,Female,77,185057,98
4548,Female,83,72073,20
4549,Male,67,151492,69
4550,Female,47,60792,79
4551,Male,46,116392,92
4552,Female,61,155498,82
4553,Male,78,88742,33
4554,Female,78,38056,21
4555,Female,67,111918,23
4556,Female,18,133434,8
4557,Male,61,175113,36
4558,Male,47,110661,31
4559,Female,64,49405,97
4560,Male,49,89964,10
4561,Female,85,59481,46
4562,Male,82,132057,12
4563,Male,46,155922,86
4564,Male,23,168057,13
4565,Male,72,182599,80
4566,Female,78,33358,44
4567,Male,42,39919,33
4568,Female,71,98489,93
4569,Male,19,50425,4
4570,Female,60,158062,92
4571,Male,30,124233,43
4572,Male,65,67252,65
4573,Female,83,153609,16
4574,Male,33,27062,95
4575,Male,37,122064,49
4576,Female,63,146967,59
4577,Male,82,65665,21
4578,Male,19,34054,74
4579,Female,78,88937,60
4580,Male,88,134197,24
4581,Female,62,34325,3
4582,Male,42,138545,35
4583,Female,69,123136,35
4584,Male,59,60468,20
4585,Female,62,163073,22
4586,Female,29,87548,1
4587,Male,49,191629,81
4588,Male,74,170243,40
4589,Male,57,183870,14
4590,Female,69,167470,24
4591,Female,47,133448,74
4592,Male,24,114340,29
4593,Male,22,165070,57
4594,Male,25,66762,14
4595,Female,86,184844,67
4596,Male,62,91478,75
4597,Female,43,146764,61
4598,Female,68,35105,3
4599,Female,51,47082,34
4600,Female,40,138943,51
4601,Female,28,181957,33
4602,Male,87,149886,28
4603,Male,51,189855,53
4604,Male,45,92399,54
4605,Female,47,157226,39
4606,Female,65,53578,38
4607,Female,79,139904,21
4608,Female,39,34988,53
4609,Male,86,88935,24
4610,Male,85,185863,25
4611,Female,79,77675,11
4612,Female,45,21120,73
4613,Male,83,78803,96
4614,Female,62,36232,49
4615,Male,70,21416,50
4616,Male,48,76637,94
4617,Male,65,108649,1
4618,Male,40,92677,87
4619,Female,87,65959,40
4620,Male,63,78500,67
4621,Female,37,178614,43
4622,Male,36,109364,3
4623,Female,78,20895,17
4624,Male,85,92571,22
4625,Male,42,153754,6
4626,Female,65,88674,29
4627,Male,43,171199,28
4628,Male,57,30100,3
4629,Male,32,152904,90
4630,Female,90,65726,87
4631,Male,26,155839,59
4632,Female,70,60936,15
4633,Female,90,54803,8
4634,Female,50,64767,24
4635,Female,28,195815,26
4636,Male,64,128861,19
4637,Male,38,102107,77
4638,Female,84,117908,65
4639,Female,84,69528,3
4640,Male,72,128390,33
4641,Female,36,134279,19
4642,Male,62,41793,62
4643,Female,57,39270,63
4644,Female,50,127482,33
4645,Female,65,52721,63
4646,Female,82,36272,42
4647,Male,47,118790,58
4648,Female,20,126932,100
4649,Female,24,153939,69
4650,Female,36,183600,94
4651,Male,69,60244,53
4652,Male,29,171852,54
4653,Female,23,168712,9
4654,Male,77,110848,73
4655,Female,47,64428,54
4656,Female,45,149856,64
4657,Female,22,75872,4
4658,Female,70,199375,52
4659,Male,26,77308,63
4660,Female,87,133949,43
4661,Female,81,157229,80
4662,Male,42,190190,90
4663,Female,55,23714,32
4664,Male,50,35162,45
4665,Male,80,57600,60
4666,Male,46,150864,42
4667,Male,37,178854,56
4668,Female,19,133719,91
4669,Female,54,173500,35
4670,Female,85,116362,71
4671,Female,19,43405,7
4672,Male,89,184818,59
4673,Female,86,162032,100
4674,Male,58,69914,27
4675,Female,84,197577,88
4676,Female,73,148812,22
4677,Female,35,50167,71
4678,Male,40,71718,25
4679,Male,58,122586,48
4680,Male,80,191221,1
4681,Male,64,185947,41
4682,Male,78,145480,75
4683,Male,39,117959,56
4684,Female,77,45973,61
4685,Female,20,121981,88
4686,Female,80,130610,5
4687,Female,37,38115,2
4688,Male,48,54314,73
4689,Male,71,60186,27
4690,Male,43,123717,42
4691,Male,84,178866,36
4692,Female,76,52792,24
4693,Female,43,157587,82
4694,Female,50,183806,98
4695,Male,21,41548,70
4696,Male,28,106930,51
4697,Male,51,44627,20
4698,Male,64,74069,34
4699,Male,41,136407,52
4700,Female,21,61801,29
4701,Female,61,121453,5
4702,Female,38,39535,52
4703,Male,23,52568,7
4704,Female,45,189817,15
4705,Male,34,35191,93
4706,Male,18,47694,17
4707,Female,66,78476,64
4708,Female,29,114252,55
4709,Female,54,180926,21
4710,Male,87,48004,72
4711,Male,47,117548,22
4712,Female,69,120863,56
4713,Female,31,166091,48
4714,Female,45,25111,54
4715,Female,48,169492,64
4716,Male,49,156693,69
4717,Female,58,34333,34
4718,Female,46,31543,28
4719,Female,89,25875,26
4720,Female,51,90904,21
4721,Male,19,56279,93
4722,Male,39,136139,24
4723,Female,72,73784,33
4724,Female,80,72858,60
4725,Female,69,44052,29
4726,Female,36,49206,66
4727,Female,24,147781,100
4728,Female,69,182159,65
4729,Female,82,33489,55
4730,Male,66,188928,61
4731,Female,56,25773,25
4732,Male,85,198971,13
4733,Female,68,176364,25
4734,Male,53,171195,87
4735,Male,61,51732,84
4736,Female,82,43516,11
4737,Male,43,187893,27
4738,Female,53,132353,58
4739,Female,62,36644,45
4740,Male,31,146830,51
4741,Male,69,133637,11
4742,Female,35,112981,72
4743,Male,67,28146,100
4744,Male,29,64520,22
4745,Female,57,24860,57
4746,Male,83,196495,15
4747,Male,21,41085,46
4748,Male,79,142798,39
4749,Male,30,190791,13
4750,Male,69,127189,89
4751,Male,63,180819,39
4752,Female,70,185367,69
4753,Female,24,167055,22
4754,Male,44,128538,79
4755,Male,79,113974,11
4756,Female,60,34808,89
4757,Male,90,154969,61
4758,Male,41,178534,92
4759,Male,73,35515,65
4760,Male,83,61689,7
4761,Female,65,122104,42
4762,Male,78,188556,18
4763,Male,52,168189,27
4764,Male,64,58171,8
4765,Male,42,69347,59
4766,Female,63,180254,14
4767,Female,38,87274,66
4768,Male,84,169056,96
4769,Male,89,119554,85
4770,Female,31,27639,14
4771,Female,44,54231,79
4772,Female,47,95601,89
4773,Male,56,117356,39
4774,Female,40,181526,55
4775,Female,53,145689,37
4776,Male,23,70705,21
4777,Female,36,144991,34
4778,Female,18,150978,45
4779,Male,47,147362,90
4780,Female,60,21441,29
4781,Female,64,80514,8
4782,Male,80,86719,56
4783,Male,21,166481,18
4784,Female,85,127834,99
4785,Female,32,79382,18
4786,Male,79,63302,39
4787,Female,36,86262,79
4788,Female,54,131333,77
4789,Male,53,181089,93
4790,Male,66,68055,75
4791,Female,40,45047,80
4792,Male,53,142230,87
4793,Male,68,123077,82
4794,Female,56,100638,13
4795,Female,64,87969,24
4796,Female,35,168770,83
4797,Female,64,166360,40
4798,Male,54,62459,69
4799,Male,52,54904,47
4800,Female,73,117314,7
4801,Male,64,111075,98
4802,Female,23,161090,6
4803,Male,81,96670,16
4804,Female,88,61898,56
4805,Female,21,37921,46
4806,Male,70,27402,68
4807,Male,44,32642,3
4808,Male,74,84453,12
4809,Female,28,71174,15
4810,Male,46,89088,54
4811,Female,61,60457,55
4812,Female,90,124884,18
4813,Female,81,176130,35
4814,Male,25,168864,6
4815,Male,36,101200,66
4816,Female,18,62820,90
4817,Male,64,101123,20
4818,Male,74,148827,100
4819,Male,39,70277,75
4820,Female,48,58049,32
4821,Male,57,194861,59
4822,Male,86,41545,77
4823,Male,60,85106,16
4824,Female,68,156840,58
4825,Female,70,191676,100
4826,Male,74,189400,61
4827,Male,73,35680,24
4828,Male,26,174939,11
4829,Female,85,47416,5
4830,Male,90,99030,54
4831,Female,63,162740,98
4832,Female,37,36869,64
4833,Male,23,51281,23
4834,Male,31,46379,54
4835,Male,85,190209,31
4836,Female,67,126435,41
4837,Female,51,83434,83
4838,Male,39,22302,30
4839,Male,21,35279,78
4840,Female,26,167553,14
4841,Female,90,86980,47
4842,Female,53,35965,96
4843,Female,23,158737,50
4844,Female,64,20790,26
4845,Female,69,79025,75
4846,Male,19,47715,80
4847,Female,25,28054,81
4848,Female,85,185856,51
4849,Male,55,27583,93
4850,Male,64,99977,32
4851,Female,22,98358,57
4852,Female,63,39757,51
4853,Male,61,185593,62
4854,Male,78,25999,56
4855,Male,20,117979,43
4856,Male,51,134953,91
4857,Female,43,164350,71
4858,Male,80,91407,70
4859,Male,52,81644,71
4860,Male,38,188302,51
4861,Female,74,107686,78
4862,Female,76,173331,56
4863,Male,40,64387,2
4864,Male,86,32984,17
4865,Male,22,40022,51
4866,Female,41,170275,37
4867,Male,35,44682,52
4868,Female,26,159629,52
4869,Male,84,129494,94
4870,Female,73,36251,22
4871,Female,36,155936,6
4872,Male,42,22084,88
4873,Female,40,160682,47
4874,Male,72,134799,30
4875,Female,43,76676,81
4876,Male,49,190582,58
4877,Male,82,131353,23
4878,Male,60,187287,91
4879,Female,34,171141,4
4880,Female,33,199666,67
4881,Male,72,114215,48
4882,Female,51,27386,65
4883,Male,34,38340,81
4884,Male,70,159689,52
4885,Female,46,45606,44
4886,Male,37,99759,5
4887,Female,52,180821,74
4888,Male,23,189853,24
4889,Male,87,31997,19
4890,Female,55,78884,69
4891,Female,44,149908,15
4892,Male,58,69143,17
4893,Female,64,71667,16
4894,Male,67,179013,39
4895,Male,34,123893,56
4896,Male,57,83129,12
4897,Female,71,97846,96
4898,Male,87,80996,69
4899,Female,69,105588,30
4900,Male,35,149244,60
4901,Male,42,189145,32
4902,Female,46,90562,76
4903,Male,80,170778,98
4904,Female,22,49483,8
4905,Female,84,83248,78
4906,Female,23,45452,77
4907,Male,48,62794,39
4908,Female,82,86162,16
4909,Female,31,103668,54
4910,Male,58,20169,82
4911,Female,26,38329,43
4912,Male,65,81595,97
4913,Male,22,187638,78
4914,Male,86,52645,84
4915,Female,24,115890,13
4916,Male,33,153653,37
4917,Female,28,146665,95
4918,Male,54,134934,52
4919,Female,66,159230,91
4920,Female,20,135205,23
4921,Male,65,72139,6
4922,Male,35,48162,38
4923,Male,26,144451,52
4924,Male,41,69332,57
4925,Male,52,74709,56
4926,Male,46,99802,30
4927,Male,28,118953,87
4928,Male,43,105699,42
4929,Female,20,44018,11
4930,Female,70,162373,70
4931,Male,70,127739,96
4932,Male,38,135164,2
4933,Male,60,102332,33
4934,Female,60,57161,48
4935,Male,33,106513,72
4936,Female,49,34494,2
4937,Male,65,113562,63
4938,Female,41,187260,57
4939,Male,23,44899,90
4940,Male,74,176026,62
4941,Male,78,129877,65
4942,Male,23,80038,84
4943,Male,25,49266,98
4944,Male,47,134507,30
4945,Male,45,176667,14
4946,Female,33,113749,55
4947,Female,29,196824,9
4948,Male,61,27884,90
4949,Male,70,94432,17
4950,Female,31,145353,85
4951,Female,85,44370,91
4952,Male,61,26701,29
4953,Female,87,82084,98
4954,Male,49,147897,22
4955,Male,47,125862,15
4956,Male,73,189278,54
4957,Female,77,51519,40
4958,Male,38,67499,100
4959,Female,89,180446,98
4960,Female,83,104980,24
4961,Male,24,95679,65
4962,Female,58,140611,8
4963,Male,23,135582,67
4964,Male,36,183368,71
4965,Male,47,113488,35
4966,Female,51,41354,9
4967,Female,78,167469,19
4968,Male,66,104575,22
4969,Female,44,90429,93
4970,Male,62,91838,1
4971,Female,49,54127,85
4972,Female,24,106437,71
4973,Male,90,134160,88
4974,Male,32,132095,76
4975,Female,56,84892,50
4976,Female,55,31488,68
4977,Female,79,161995,16
4978,Female,33,124814,71
4979,Male,59,190086,21
4980,Male,50,100127,73
4981,Male,42,58643,54
4982,Male,63,126502,84
4983,Male,52,81767,19
4984,Male,72,77644,14
4985,Female,74,96671,89
4986,Male,52,79560,61
4987,Female,72,53790,65
4988,Female,55,93665,16
4989,Male,38,117959,93
4990,Male,81,188011,37
4991,Male,80,95048,7
4992,Female,76,58221,92
4993,Male,25,199654,25
4994,Female,39,86789,4
4995,Female,59,42301,20
4996,Female,20,91523,8
4997,Female,41,60947,38
4998,Female,89,57261,59
4999,Male,74,43075,90
5000,Female,71,176424,91
5001,Male,32,86714,23
5002,Male,44,170771,99
5003,Male,62,179663,53
